,no,id_numbers,id,tweets,keywords
3745,3745,['1668129164422176773'],1.67e+18,RT @x__ok: Content of radioactive element in fish at Fukushima's Nuclear Power Plant 180 times of safe limit https://t.co/yKHB0nloQu @cgtno?â‚¬?,nuclear raioactive
3746,3746,['1668128987615461376'],1.67e+18,"RT @HKheartbeat: ""Environment chief said a recent discovery of a fish from the Fukushima area contained an excessive amount of the radioact?â‚¬?",nuclear raioactive
3747,3747,['1668128506763460610'],1.67e+18,Japan begins secret discharge of RADIOACTIVE WATER from Fukushima nuclear plant into the ocean https://t.co/dRJOX3edL3,nuclear raioactive
3753,3753,['1668302900358000650'],1.67e+18,Re @Time's idiot Chernobyl piece - how many people live in Pripyat now? Duh. Also worth noting what's happening at the Zaporizhzhia Nuclear Power Plant right now (which the dam break likely exacerbates). The #Russians are beyond reckless in everything they do. ???? #SlavaUkra??ni,nuclear power plant
3755,3755,['1668302625748529158'],1.67e+18,"President Yoon Suk-yeol ?â‚¬? who assumed power in May 2022 ?â‚¬? has reversed former President Moon Jae-in?â‚¬?s policy of phasing out #Nuclear power. In July last year, Yoon encouraged a speedy restoration of the country?â‚¬?s #NuclearPower plant ecosystem

https://t.co/OZkrzI26vu",nuclear power plant
3756,3756,['1668302266061795348'],1.67e+18,"@iaeaorg I'm not going to sleep ???? better tonight.

russians love knocking out thermal power plants (even if they keep the nuclear plant running safely). 

Every time infrastructure is destroyed, Ukrainians suffer.",nuclear power plant
3758,3758,['1668302026625908741'],1.67e+18,RT @EnergyandUtils: Barakah nuclear plant near to full operation with 4th reactor #energy #utilities #power #energyutilities #powerprojects?â‚¬?,nuclear power plant
3759,3759,['1668301901191065600'],1.67e+18,Barakah nuclear plant near to full operation with 4th reactor #energy #utilities #power #energyutilities #powerprojects #energyfinance #renewableenergy #energytransition https://t.co/1uAivaAN3X,nuclear power plant
3763,3763,['1668301343738540034'],1.67e+18,"@davidhelms570 @Gerashchenko_en Not only did I map/document attacks directly impacting #ZNPP, but not inside Enerhodar, but also the destruction of Ukraine's grid cutting off occupied territories (pre-2022) from UA.

Mapping #Russia's Attacks on #Zaporizhzhia #Nuclear Power Plant #ZNPP - https://t.co/EzlEAwiME8",nuclear power plant
3767,3767,['1668300881408798732'],1.67e+18,RT @bcsolomon: The fact that ?â‚¬?Shelling near a nuclear power complex?â‚¬??â‚¬? is an unsurprising lead these days is very 2022. https://t.co/lELlQWq?â‚¬?,nuclear power plant
3768,3768,['1668300618006507525'],1.67e+18,"@Andy_Scollick By the soft mud. The Z nuclear power plant can be secured quickly. AFU can penetrate 100km with barely any opposition, cutting the supply line to the southern front from Crimea. In Crimea there's barely any soldier to stop them ether, as all are on the southern front.",nuclear power plant
3771,3771,['1668299743594676224'],1.67e+18,"RT @SpringfieldApes: Meltdown at Springfield Nuclear Power Plant ???? !!!

5000 ????apes manage the clean up ???????????? ... they emerge as the @Springfi?â‚¬?",nuclear power plant
3772,3772,['1668299547364274194'],1.67e+18,"This is a ?â‚¬?scorched earth?â‚¬? tactic to limit the counter-offensive and make it as expensive and dangerous for Ukraine as possible.

Worth mentioning again: THE ZAPORIZHYA NUCLEAR POWER PLANT IS STILL FULL OF MOSCOVIAN EXPLOSIVES!

#RussiaIsATerroristsState #RussianWarCrimes",nuclear power plant
3774,3774,['1668299099618127879'],1.67e+18,"@ArielJestJeden Well, this is a good sign... at least someone is using @BruckenRuski's publicly available maps on Google Maps for reporting and analysis!!!

Mapping #Russia's Attacks on #Zaporizhzhia #Nuclear Power Plant #ZNPP - https://t.co/EzlEAwiME8 https://t.co/fmnhuBVPZd",nuclear power plant
3777,3777,['1668298800962883584'],1.67e+18,@seanhannity How did they not see this coming. Without a nuclear power plant California will never be able to go 100% green.,nuclear power plant
3782,3782,['1668298046134964225'],1.67e+18,"@GaijinMommy I did my best to check, but is the fact that there isnt a fix for that broken nuclear power plant, and theyre just kind of assuming that someone will invent one in the coming years a jar of fear?

Like it was big news a few years ago that a robot merely poked at the reactor core.",nuclear power plant
3785,3785,['1668297686619938819'],1.67e+18,"@MBrassenstein @USMiniTru As far as I understand, part of the problem is that Chernobyl is so close? Or ""a nuclear power plant"" anyway.",nuclear power plant
3787,3787,['1668297519586062347'],1.67e+18,It's been known for several years the Saudis wanted nuclear reactor power plant technology. https://t.co/9uoOy6csiG,nuclear power plant
3788,3788,['1668297283992006656'],1.67e+18,"The director general of the United Nations?â‚¬? nuclear watchdog said Monday he was en route to Ukraine to assess the situation at the Zaporizhzhia Nuclear Power Plant after a dam breach depleted water levels in the reservoir it uses to cool reactors and #

https://t.co/Xlzl2DcuhI",nuclear power plant
3790,3790,['1668297094321385485'],1.67e+18,"RT @ChrisO_wiki: 1/ The Kakhovka reservoir has reached 'dead pool' only two days after its dam was breached, and is no longer able to suppl?â‚¬?",nuclear power plant
3794,3794,['1668296366215536640'],1.67e+18,"I am glancing at the stock market and enjoying the day outside, but it is amazing how the market just stuffs off a war in Ukraine, a nuclear power plant astray, and a Putin riding his horse w/o a shirt..
Democracy/ Shlemocracy",nuclear power plant
3795,3795,['1668296228084371457'],1.67e+18,"Check out Zaporizhzhia Nuclear Power Plant ?????â‚¬???â‚¬???It is not about the Chernobyl Nuclear Power Plant. The word "" Chernobyl "" is a synonym all over the world for Nuclear Disaster- Guess not being educated sucks ???? https://t.co/ISFOkWESew",nuclear power plant
3796,3796,['1668296092335878144'],1.67e+18,"@apmassaro3 Blowing up a dam to drown civilians, causing the worst environmental disaster is recent history when blowing up Nordstream 2, shelling a nuclear power plant to show your commitment to satan is not the win you think it is.
#Nuremberg2 is coming before you think. Just sayin'.",nuclear power plant
3799,3799,['1668295784146644997'],1.67e+18,"RT @KimDotcom: The NATO media blames Russia for blowing up the Nova Khakovka Dam. Just like they blamed Russia for the Crimea bridge, the N?â‚¬?",nuclear power plant
3803,3803,['1668295430025916416'],1.67e+18,"@MojaveJNV @reviewjournal The returns to scale of nuclear and gas plants is off the charts compared to solar.

I toured a huge solar array in Florida, with a delegation from Central America.  One of the members asked, ?â‚¬?How many homes does this power??â‚¬?

The answer:  ?â‚¬?We use this to ignite the gas plant.?â‚¬?",nuclear power plant
3805,3805,['1668295343828774912'],1.67e+18,RT @W_Nuclear_News: The signing of the support agreement between the Romanian government and Nuclearelectrica allows the start of the next?â‚¬?,nuclear power plant
3807,3807,['1668294723671392257'],1.67e+18,"@BellumPaxBR Are Europeans happy and willing for the largest Nuclear Power Plant in Europe built by Soviet Union in 1985 to fall into the hands of these extremists ? ???â‚¬????

Yes or no ?

@peterpomeranzev @yermolenko_v
@Volod_Ishchenko 

https://t.co/YuQg7uVPGo",nuclear power plant
3808,3808,['1668294101626675202'],1.67e+18,"RT @EuromaidanPress: The water level in the Zaporizhzhia nuclear power plant?â‚¬?s cooling pond remains stable, according to nuclear power plan?â‚¬?",nuclear power plant
3810,3810,['1668293808617041921'],1.67e+18,RT @globaltimesnews: Fierce opposition from home and abroad flooded Japan as the operator of the crippled #Fukushima Daiichi nuclear power?â‚¬?,nuclear power plant
3811,3811,['1668293331401465858'],1.67e+18,Kill a bunch of ISIS guys who have stormed a dam &amp; are announcing they?â‚¬?ll blow it up. There was also a few episodes where jihadis were trying to get a hold of uranium through a power plant for weaponization and ???????? in ???????? took over a nuclear power station (through hideous torture,nuclear power plant
3813,3813,['1668292964978679808'],1.67e+18,Some good news ?â‚¬? the first new nuclear power plant in 40 years opens: https://t.co/xuMerc12lc,nuclear power plant
3815,3815,['1668292841804558341'],1.67e+18,"RT @CPar4thecourse: Get RID OF the Nuclear Power Plants!!
Use Hydro, Wind, &amp; Solar!!
----------------------------

Fukushima nuclear plant?â‚¬?",nuclear power plant
3818,3818,['1668292673176756224'],1.67e+18,"Next up: A nuclear power plant goes boom. Media blames Ukraine because no way russia would do it a third time. Silver lining is Times can use Chernobyl comparisons again, hopefully remembering where Chernobyl actually is this time ????",nuclear power plant
3820,3820,['1668292492851130374'],1.67e+18,Some good news ?â‚¬? the first new nuclear power plant in 40 years opens: https://t.co/BhBMoa5Kp6 ?????â‚¬????,nuclear power plant
3822,3822,['1668292330309267457'],1.67e+18,RT @energybants: Until the early 80s Spain was building nuclear plants as aggressively as France and for the same reason: lack of fossil fu?â‚¬?,nuclear power plant
3825,3825,['1668291719626891264'],1.67e+18,"SaS leader Richard Sul??k suggested that the construction of a new nuclear power plant in Eastern Slovakia should begin as soon as possible. Other parties which have spoken out in favour of building a new nuclear power plant before include Smer, Hlas, Sme Rodina and SNS. https://t.co/WMCi7k9V0r",nuclear power plant
3826,3826,['1668291628623175680'],1.67e+18,RT @W_Nuclear_News: Preparatory groundwork is set to begin for the construction of units 3 and 4 of the Shin Hanul #nuclear power plant fol?â‚¬?,nuclear power plant
3832,3832,['1668291142067138566'],1.67e+18,"RT @OfficialAurian: Next up: A nuclear power plant goes boom.
Media blames Ukraine because no way russia would do it a third time.
Silver l?â‚¬?",nuclear power plant
3833,3833,['1668291099260071937'],1.67e+18,Some good news ?â‚¬? the first new nuclear power plant in 40 years opens: https://t.co/kB8eZ5C42w,nuclear power plant
3836,3836,['1668290959287758855'],1.67e+18,Some good news ?â‚¬? the first new nuclear power plant in 40 years opens: https://t.co/dHWNH5iBR9,nuclear power plant
3841,3841,['1668290516016930817'],1.67e+18,@FoxNews Can Fox stop pretending there is not a war in Ukraine. By doing this you are responsible for the bombing of the nuclear power plant in Ukraine. Even Pol Pot whould of not done anything more evil then this. Are you still in the News business? Half truths are no different than lies,nuclear power plant
3844,3844,['1668289697821388803'],1.67e+18,"@newbloommag @brianhioe Better to change than never. The vice chair of the DPP thinktank changes his opinion, too. Tsai says it's not her business after 2024. We should restart the two nuclear power plants (#1, #2) that were shut down &amp; keep nuclear power plant #3 running. https://t.co/cdEtQRnzBa",nuclear power plant
3845,3845,['1668289590388744192'],1.67e+18,RT @hkfp: 1/ Members of Hong Kong pro-Beijing labour and political group the Federation of Trade Unions rallied on Monday against Japanese?â‚¬?,nuclear power plant
3847,3847,['1668289248498163712'],1.67e+18,RT @rafaelmgrossi: On my way to ???????? #Ukraine to meet President @ZelenskyyUa &amp; present a programme of assistance in the aftermath of the cata?â‚¬?,nuclear power plant
3850,3850,['1668298932903096321'],1.67e+18,RT @globaltimesnews: #GTGraphic: The Tokyo Electric Power Company (#TEPCO) began trial operation of a facility that dumps nuclear-contamina?â‚¬?,nuclear plant safety
3851,3851,['1668298077525114881'],1.67e+18,"#GTGraphic: The Tokyo Electric Power Company (#TEPCO) began trial operation of a facility that dumps nuclear-contaminated water from the crippled #Fukushima Daiichi nuclear power plant, Kyodo News reported on June 12. However, doubts still remain over the safety, effectiveness?â‚¬? https://t.co/1iCxmgpOOG https://t.co/UEtgNtgoRI",nuclear plant safety
3856,3856,['1668285097773260801'],1.67e+18,@Ebeling7Lars @Maks_NAFO_FELLA That is what NATO says. Nobody trust anything China says. I  asked because it seems that Russia is capable on terroristic acts that are as dangerous. After the dam collapsed I don't trust them to maintain the safety in the Zaporizhzhia Nuclear plant; they may even blow it up,nuclear plant safety
3857,3857,['1668284595358294018'],1.67e+18,"@EmineDzheppar @eugene Agreed, it?â‚¬?s scary the environmental and humanitarian damage this will have, hoping for the safety of the nuclear plant?â‚¬?",nuclear plant safety
3862,3862,['1668254988898844674'],1.67e+18,RT @thouse_opinions: After TEPCO sent seawater into an underwater tunnel designed to dump the nuclear-contaminated water into the ocean las?â‚¬?,nuclear plant safety
3865,3865,['1668226222122213383'],1.67e+18,Fuck safety for a nuclear power plant. https://t.co/jHyiBiOchJ,nuclear plant safety
3870,3870,['1668181836625846274'],1.67e+18,"RT @MiddleClassMike: @BBCBreaking PARTII

VIA
?â‚¬?The head of the UN nuclear watchdog, the IAEA, has issued an urgent warning about safety at?â‚¬?",nuclear plant safety
3872,3872,['1668173848569688064'],1.67e+18,"?â‚¬?The thermal power plant plays a key role for the safety and security of the nuclear power plant a few kilometres away. I fully expect that our experts will be able to go there very soon to independently assess the situation.""",nuclear plant safety
3875,3875,['1668149756462501888'],1.67e+18,"After TEPCO sent seawater into an underwater tunnel designed to dump the nuclear-contaminated water into the ocean last week, the marine fish caught in the harbor of the plant were found to have 180 times the maximum limit of caesium allowed in Japan's food safety law.",nuclear plant safety
3879,3879,['1668116044047863808'],1.67e+18,"RT @NBDPress: According to Japanese media, the radioactive element Cs-137 in black rockfish caught in the harbor of the Fukushima Daiichi N?â‚¬?",nuclear plant safety
3884,3884,['1668100888957730821'],1.67e+18,"the data released show that the content of Cs-137, a radioactive element that is a common byproduct in nuclear reactors, is 180 times that of the standard maximum stipulated in Japan's food safety law.https://t.co/iFP79kMvXA https://t.co/FZR0sqAd1N",nuclear plant safety
3885,3885,['1668093254481461248'],1.67e+18,Kakhovka dam collapse raises concerns about Zaporizhzhia nuclear plant safety &lt;  https://t.co/dOyeNWtpSW,nuclear plant safety
3886,3886,['1668086823510495233'],1.67e+18,#Ukraine??? claims to have retaken three villages in the #Donetsk and nearby #Zaporizhzhia region from #Russian troops as part of their #counteroffensive. Concerns about the safety of a nearby nuclear power plant have risen due to a dam explosion and increased fighting in the area https://t.co/Nl23kBgDkn,nuclear plant safety
3888,3888,['1668069678042710019'],1.67e+18,"RT @arirangtvnews: Operation to test discharge of contaminated water begins in Fukushima 

https://t.co/qM5zFwVdON 

#test_operation #conta?â‚¬?",nuclear plant safety
3889,3889,['1668069042681446401'],1.67e+18,"Operation to test discharge of contaminated water begins in Fukushima 

https://t.co/qM5zFwVdON 

#test_operation #contaminated_water #Fukushima_Daiichi_nuclear_power_plant #environment #Japan #safety #???????????? #????????? #Arirang_News #???????????????",nuclear plant safety
3897,3897,['1668011135440764928'],1.67e+18,"@BBCBreaking PARTII

VIA
?â‚¬?The head of the UN nuclear watchdog, the IAEA, has issued an urgent warning about safety at the plant. ""How can this be allowed to happen... One day our luck will run out,"" said Rafael Grossi.?â‚¬? https://t.co/e6cYKR64YV",nuclear plant safety
3913,3913,['1668000491626958848'],1.67e+18,"RT @BulletinAtomic: ""Since February 2022, the Russia-Ukraine war has had devastating consequences on Ukraine?â‚¬?s water resources and infrastr?â‚¬?",nuclear plant safety
3914,3914,['1668000401751265281'],1.67e+18,"""Since February 2022, the Russia-Ukraine war has had devastating consequences on Ukraine?â‚¬?s water resources and infrastructure. 

But with the destruction of the Kakhovka dam on Tuesday, another safety layer vanished.""
https://t.co/rcXEBvLfsJ",nuclear plant safety
3920,3920,['1667937034365816833'],1.67e+18,"Kiev did not support proposals on the safety of the Zaporozhye nuclear power plant
https://t.co/xkgZ4QEv0Y",nuclear plant safety
3921,3921,['1667931206141222915'],1.67e+18,"RT @EuromaidanPress: UK to provide additional $900,00 funding to IAEA to support its nuclear safety work in Ukraine

According to news repo?â‚¬?",nuclear plant safety
3922,3922,['1667916880311472128'],1.67e+18,"@BulletinAtomic About 700,000 people in #Ukraine were left without access to drinking water due to the breakthrough of the dam of the #Kakhovka HPP, the #UN reported. by #DisarmamentAgenda #UN75 -as prevent severe nuclear safety implications for the nearby plant.

https://t.co/spQkFI8V6V",nuclear plant safety
3923,3923,['1667902254001664002'],1.67e+18,"RT @BulletinAtomic: ""While the water was quickly rising to dangerous levels downstream, the water level in the upstream Kakhovka Reservoir?â‚¬?",nuclear plant safety
3924,3924,['1667885406593925121'],1.67e+18,RT @GreenpeaceCEE: The destruction of the Kakhovka dam will cause water level in the reservoir to fall. This could affect the safety of the?â‚¬?,nuclear plant safety
3925,3925,['1667883182782332928'],1.67e+18,RT @F24Debate: ????????????????The #NovaKakhovkaDam explosion sparked safety concerns for the #Zaporizhzhia nuclear power plant. @JohnsHopkins' @DavidS?â‚¬?,nuclear plant safety
3926,3926,['1667873042142466048'],1.67e+18,"RT @Zeitgei35187159: The radioactive elements of Cs-137, a byproduct in nuclear reactors, found in the marine fish caught in the harbor of?â‚¬?",nuclear plant safety
3927,3927,['1667871465998372864'],1.67e+18,RT @WHAS11: The shutdown is a safety precaution because of the flooding from a dam that was breached nearby. https://t.co/3jpYD5d5LJ,nuclear plant safety
3929,3929,['1667855423959957504'],1.67e+18,"@ItsTheEnforcer The situation is not an immediate crisis, says Edwin Lyman, director of nuclear power safety at the Union of Concerned Scientists. Still, Lyman believes the loss of an important water supply is putting more strain on the already beleaguered nuclear plant 
https://t.co/cKwuQXIGba",nuclear plant safety
3930,3930,['1667848626788524034'],1.67e+18,"The radioactive elements of Cs-137, a byproduct in nuclear reactors, found in the marine fish caught in the harbor of Japan's Fukushima Daiichi Nuclear Power Plant, is 180 times that of the standard maximum stipulated in Japan's food safety law: Tokyo Electric Power Company https://t.co/G6McJ1z6jO",nuclear plant safety
3931,3931,['1667830571471437826'],1.67e+18,RT @wcnc: The shutdown is a safety precaution because of the flooding from a dam that was breached nearby. https://t.co/kpn0U5Jnvc,nuclear plant safety
3932,3932,['1667830059384619009'],1.67e+18,The shutdown is a safety precaution because of the flooding from a dam that was breached nearby. https://t.co/kpn0U5Jnvc,nuclear plant safety
3933,3933,['1667828867933847552'],1.67e+18,"RT @nytimes: A critical dam on the Dnipro River in southern Ukraine was damaged overnight Tuesday, posing significant risks to the safety o?â‚¬?",nuclear plant safety
3934,3934,['1667815967530057728'],1.67e+18,"Tennessee abandoned a nuclear power plant project in 2016. The plant was planned to be built near Chattanooga, but residents and environmentalists voiced concerns about its safety. https://t.co/SeWCBTk4uK",nuclear plant safety
3936,3936,['1667793036355547141'],1.67e+18,Ukrainian Nuclear Plant Grapples with Water Shortage: Ensuring Safety Amidst Challenges https://t.co/sqrdrc5Msp https://t.co/MqTuFr6ec3,nuclear plant safety
3938,3938,['1667790009804414976'],1.67e+18,"RT @dorfman_p: ""Water levels at #Zaporizhzhia #nuclear plant 'critical', the operator of the Kakhovka dam in #Ukraine has said.""

The troub?â‚¬?",nuclear plant safety
3939,3939,['1667774665794768903'],1.67e+18,"RT @SayNo2SizewellC: ""The move is a safety precaution amid catastrophic flooding from the collapse of a nearby dam, as Russia?â‚¬?s war on Ukra?â‚¬?",nuclear plant safety
3940,3940,['1667743497883996160'],1.67e+18,The shutdown is a safety precaution because of the flooding from a dam that was breached nearby. https://t.co/3jpYD5d5LJ,nuclear plant safety
3942,3942,['1667733643433746433'],1.67e+18,#Kakhovka_dam Fox News - The Ukrainian government has shut down the last active reactor at the nation's largest Zaporizhzhia Nuclear Power Plant due to safety concerns amid. #War_in_Ukraine https://t.co/AYN1Z1qxDg,nuclear plant safety
3943,3943,['1667728682440597505'],1.67e+18,"I work providing services in industrial facilities and walkie talkies are an escencial tool for production, engineering and safety dept's, on #THEDAYS the lack of radios in the nuclear plant frustrate me while watching..Anyone knows if this is true and if it is common in Japan?",nuclear plant safety
3946,3946,['1667676803161534470'],1.67e+18,"Nuclear safety boards are staffed with proponents that write cozy scenarios as to what to do in a disaster. Often they don't anticipate a worst-case scenario at all.

What would happen to a nuclear plant during a Carrington Event for instance? 
https://t.co/kaZH3IFIyy",nuclear plant safety
3947,3947,['1667667708089860096'],1.67e+18,RT @NBCNews: The last operating reactor at Europe?â‚¬?s largest nuclear power plant has been put into a ?â‚¬?cold shutdown?â‚¬? as a safety precaution?â‚¬?,nuclear plant safety
3953,3953,['1668301460939980801'],1.67e+18,"RT @PamelaFalk: #IAEA to Ukraine ?â‚¬???? Nuclear safety 
Grossi: ""On my way to ???????? #Ukraine to meet President
@ZelenskyyUa &amp; present a programme?â‚¬?",nuclear IAEA
3954,3954,['1668301234124599310'],1.67e+18,RT @PriapusIQ: ???? U.N. Secretary-General Antonio Guterres on Monday backed a proposal by some artificial intelligence executives for the cre?â‚¬?,nuclear IAEA
3955,3955,['1668301066063032320'],1.67e+18,"U.N. Secretary-General Antonio Guterres on Monday backed a proposal by some artificial intelligence executives for the creation of an international AI watchdog body like the International Atomic Energy Agency (IAEA).

https://t.co/9AoOjSvBlX",nuclear IAEA
3956,3956,['1668300324573007872'],1.67e+18,"???? U.N. Secretary-General Antonio Guterres on Monday backed a proposal by some artificial intelligence executives for the creation of an international AI watchdog body like the International Atomic Energy Agency (IAEA).

Full Story ??? https://t.co/w7NHVwv095 https://t.co/ZY6ZoSHYLN",nuclear IAEA
3958,3958,['1668297203973074944'],1.67e+18,"IAEA Director General Issues Statement on Ukraine Situation 12 June |  Mirage News https://t.co/AZWaVNBfTM Support Experts of iaeaorg
need access to a location near UKRAINE?â‚¬?s #Zaporizhzhya Nuclear Power Plant 

https://t.co/T4aPpbEDpR",nuclear IAEA
3959,3959,['1668296894236307469'],1.67e+18,IAEA seeks expanded access to Zaporizhzhia nuclear power plant - Euromaidan  Press https://t.co/V1mHq4iWru https://t.co/T4aPpbEDpR,nuclear IAEA
3960,3960,['1668296669165924354'],1.67e+18,"RT @BulletinAtomic: IAEA might seem like a reasonable model for AI regulation, but ""the nuclear governance model is actually not a good one?â‚¬?",nuclear IAEA
3961,3961,['1668296636357914624'],1.67e+18,@Jendo1966 You are welcome but the reality of it saddens me. Not at all motivated to find and share nuclear news today knowing that TEPCO JGov and IAEA really don't give a sh*t about our commons and are ready and willing to f*ck it all up long into the futrure. I want a massive lawsuit.,nuclear IAEA
3962,3962,['1668294944535072775'],1.67e+18,"RT @observesyria: Syria criticized Israel's aggressive behaviour and its nuclear capabilities, according to al-Baath.

https://t.co/m6qJ30a?â‚¬?",nuclear IAEA
3963,3963,['1668293873645367302'],1.67e+18,@Belarkhain @florianaigner https://t.co/7WBGEKRKNB,nuclear IAEA
3964,3964,['1668293245665697792'],1.67e+18,RT @NCRIUS: From statement by the NCRI President-elect Maryam Rajavi following the adoption of the IAEA Board of Governors' resolution on T?â‚¬?,nuclear IAEA
3966,3966,['1668291412209827840'],1.67e+18,"@AdamThierer @TechPolicyPdcst I saw this after our conversation. Great real support for my baseless hot take! ????

https://t.co/l318kRufgu",nuclear IAEA
3969,3969,['1668290708372074498'],1.67e+18,RT @StrickerNonpro: Albright: IAEA should write a new report assessing whether Iran is able to build nuclear weapons today. His view is the?â‚¬?,nuclear IAEA
3972,3972,['1668290290145275908'],1.67e+18,There are many important differences between the nuclear space and the AI world. @bulletin https://t.co/tcI5bi5Uge,nuclear IAEA
3973,3973,['1668289175320244225'],1.67e+18,"@jengelmayer @GottaBeAnonym @Dsgrntld1 @hahussain If they have them?????????????
Allow IAEA to inspect your nuclear weapons.",nuclear IAEA
3975,3975,['1668288430948614145'],1.67e+18,IAEA Director General travels to Ukraine to assess situation on Zaporizhzhia Nuclear Power Plant  https://t.co/oOB3cK7XJ4 via @pravda_eng,nuclear IAEA
3977,3977,['1668286467171311625'],1.67e+18,"#IAEA to Ukraine ?â‚¬???? Nuclear safety 
Grossi: ""On my way to ???????? #Ukraine to meet President
@ZelenskyyUa &amp; present a programme of assistance in the aftermath of the catastrophic Nova Kakhovka dam flooding. I will assess the situation at #Zaporizhzhya nuclear power plant &amp; conduct a?â‚¬? https://t.co/QF7wrRohVe https://t.co/b12RDDaoXB https://t.co/fRJFzxuln3",nuclear IAEA
3978,3978,['1668285760338812937'],1.67e+18,IAEA Director General travels to Ukraine to assess situation on Zaporizhzhia Nuclear Power Plant  https://t.co/Ki4JDejpUh via @pravda_eng,nuclear IAEA
3988,3988,['1668280896456204288'],1.67e+18,"@xnoxpx @Sigfriedddd @boldranet @DJSnM So you're aware, the IAEA sets limits for acceptable dose uptake to nuclear energy workers. To photograph the foot, the dose rates needed to be low enough that the workers would not absorb more than 50 mSv, which sets a hard upper limit for dose rate at 3Sv/h if it took 1 minute.",nuclear IAEA
3995,3995,['1668274125629018115'],1.67e+18,"RT @EndGameWW3: Probably good to be a bit, lol...

IAEA: Concerned about water level at Zaporozhye Nuclear Power Plant.",nuclear IAEA
3998,3998,['1668271710171275266'],1.67e+18,"As of early 2019, the IAEA reports there are 454 nuclear power reactors and 226 nuclear research reactors in operation around the world.",nuclear IAEA
4000,4000,['1668268551268974593'],1.67e+18,Russia may deceptively make a radioactive buffer by exploding Zaporizhzhia nuclear plant. Russia exploded dams with no West reply. IAEA: Russian explosives at Zaporizhzia NPP. Russia troops in Chernobyl. Russia had buffers to stop invasions. Putin warns nuke use #UkraineRussiaWar,nuclear IAEA
4003,4003,['1668266698091253760'],1.67e+18,"@RetiredJeronimo @tassagency_en What Russian nuclear plant?? The IAEA &amp; most of the world know it belongs to Ukraine. Between ZNPP being in cool down due to invaders now the hydro-dam is gone, this really hurts Ukrainian energy. Which side likes to target energy infrastructure ????",nuclear IAEA
4004,4004,['1668266088407130113'],1.67e+18,"?â‚¬?Iran?â‚¬?s supreme leader, Ayatollah Ali Khamenei, is warning that the West cannot stop his country from obtaining nuclear weapons.?â‚¬? Khamenei also reportedly urged Iranian officials not to comply with ?â‚¬?excessive and false demands?â‚¬? from the IAEA.  https://t.co/iT8gddz24i",nuclear IAEA
4005,4005,['1668263623934767115'],1.67e+18,"RT @NucNetNews: ????????????????Ukraine: #IAEA seeks access to #Zaporizhzhia nuclear plant to verify water reservoir levels

UN agency warns of ?â‚¬?discre?â‚¬?",nuclear IAEA
4008,4008,['1668259872230522880'],1.67e+18,IAEA Director General travels to Ukraine to assess situation on Zaporizhzhia Nuclear Power Plant https://t.co/ISMCXcdjT9,nuclear IAEA
4009,4009,['1668259553840971777'],1.67e+18,"????????????????Ukraine: #IAEA seeks access to #Zaporizhzhia nuclear plant to verify water reservoir levels

UN agency warns of ?â‚¬?discrepancy?â‚¬? between measurements, but confirms plant safety

https://t.co/OSQslOCaNw

#Nuclear #NuclearEnergy #Kakhovka #Ukraine",nuclear IAEA
4010,4010,['1668259505463869450'],1.67e+18,Ukraine / IAEA Seeks Access To Zaporizhzhia Nuclear Plant To Verify Water Reservoir Levels https://t.co/AMZtYrpH8P,nuclear IAEA
4013,4013,['1668258149315272705'],1.67e+18,"RT @ourgreenvoice: #?????????????????????????????? #???????????? ??? ???????????? ??â‚¬??? #????????????!  #????????????????????? #????????????! #??????????????? #???????????? #Stop! 
Japan's dumping of nuclear polluted water by Fu?â‚¬?",nuclear IAEA
4014,4014,['1668256235924213768'],1.67e+18,"RT @fresh_sadegh: Personal opinion????

1- The most important part of what Ayatollah Khamenei said today reg. #Iran?â‚¬?s nuclear program, was not?â‚¬?",nuclear IAEA
4021,4021,['1668251032617472000'],1.67e+18,"RT @iaeaorg: #Decommissioning a nuclear facility after a severe accident is a complex endeavor.

Find out how @iaeaorg has supported techno?â‚¬?",nuclear IAEA
4024,4024,['1668246993456472065'],1.67e+18,"RT @IranLatestNews: Today speaking to AEOI, #Iran's supreme leader says, ""There is nothing wrong with the agreement, but the infrastructure?â‚¬?",nuclear IAEA
4025,4025,['1668244795771490304'],1.67e+18,"https://t.co/jerMzNAwW4
https://t.co/TlirHfBVt1",nuclear IAEA
4028,4028,['1668242752063127554'],1.67e+18,"RT @iaeaorg: The #Barakah nuclear power plant is the first in the #UAE and the Arab world.

Although it will play a key role in the ?????????â‚¬?s 20?â‚¬?",nuclear IAEA
4030,4030,['1668241391074557960'],1.67e+18,RT @NewscastGlobal: #???????????? ?????? #?????????????????? ??????????????????????????? ?????? ???????????â‚¬????????â‚¬??? ???????????? ????????????????????????????????? ???????????? ?????? ???????????? ?????? ??????????????? ??????????????? ???????????? ????????? ?â‚¬? #????????????????????? ?????? ???????????????????????????????????â‚¬?â‚¬?,nuclear IAEA
4033,4033,['1668238983783149568'],1.67e+18,Blog Post: Ukraine / IAEA Seeks Access To Zaporizhzhia Nuclear Plant To Verify Water Reservoir Levels https://t.co/svXzWC2Rja,nuclear IAEA
4034,4034,['1668238795777384451'],1.67e+18,IAEA's Grossi: I will asses the situation at Zaporizhzhya nuclear power plant &amp; conduct a rotation of ISAMZ with a strengthened team.,nuclear IAEA
